review_body,review_title,asin,pp_date,review_rating,review_date,text_clean,title_clean,ml_score,text,ml_topic,review,opinion
good quality coffee and works well.,,PLID50084565,9 January 2020,5,2020-01-09,good quality coffee and works we will,,1,good quality coffee and works we will ,[],good quality coffee and works well. ,['good quality coffee']
best deal ever,,PLID50084565,10 December 2019,5,2019-12-10,best deal ever,,1,best deal ever ,['taste'],best deal ever ,['good deal']
rated these before. still good value and great taste. ,,PLID50084565,9 December 2019,4,2019-12-09,rated these before still good value and great taste,,1,rated these before still good value and great taste ,[],rated these before. still good value and great taste.  ,"['great taste', 'still good value']"
i bought 200 capsules but unfortunalety it doesn't work on my nespresso machine,,PLID50084565,30 November 2019,1,2019-11-30,bought capsules but unfortunalety it doesn work on my nespresso machine,,-1,bought capsules but unfortunalety it doesn work on my nespresso machine ,['taste'],i bought 200 capsules but unfortunalety it doesn't work on my nespresso machine ,[]
"as always, a good buy. great variety of authentic italian coffees at a great price. ",,PLID50084565,20 November 2019,4,2019-11-20,as always good buy great variety of authentic italian coffees at great price,,1,as always good buy great variety of authentic italian coffees at great price ,['taste'],"as always, a good buy. great variety of authentic italian coffees at a great price.  ","['great variety', 'great price', 'authentic italian coffee']"
"great, full-body coffee. the pods are perfect for my nespresso machine.",,PLID50084565,12 November 2019,5,2019-11-12,great full body coffee the pods are perfect for my nespresso machine,,1,great full body coffee the pods are perfect for my nespresso machine ,['taste'],"great, full-body coffee. the pods are perfect for my nespresso machine. ",[]
these coffee pods are a fantastic alternative to the original nespresso capsules.,,PLID50084565,11 November 2019,4,2019-11-11,these coffee pods are fantastic alternative to the original nespresso capsules,,1,these coffee pods are fantastic alternative to the original nespresso capsules ,[],these coffee pods are a fantastic alternative to the original nespresso capsules. ,['fantastic alternative']
nice product,,PLID44858549,16 July 2018,5,2018-07-16,nice product,,1,nice product ,[],nice product ,['nice product']
"a bit disappointed by these as terbodore coffee is usually so great. these were weak, much weaker than the original nespresso capsules. they smell wonderful but really only strong enough for half a cup of coffee.",,PLID43684287,20 July 2018,2,2018-07-20,bit disappointed by these as terbodore coffee is usually so great these we are weak much weaker than the original nespresso capsules they smell wonderful but really only strong enough for half cup of coffee,,1,bit disappointed by these as terbodore coffee is usually so great these we are weak much weaker than the original nespresso capsules they smell wonderful but really only strong enough for half cup of coffee ,"['packaging', 'price']","a bit disappointed by these as terbodore coffee is usually so great. these were weak, much weaker than the original nespresso capsules. they smell wonderful but really only strong enough for half a cup of coffee. ",[]
terbodore is definately my coffee capsule option from now on! ,,PLID43684287,20 June 2018,4,2018-06-20,terbodore is definately my coffee capsule option from now on,,1,terbodore is definately my coffee capsule option from now on ,['delivery'],terbodore is definately my coffee capsule option from now on!  ,[]
very good quality.,,PLID43684287,6 February 2018,5,2018-02-06,very good quality,,1,very good quality ,[],very good quality. ,['very good quality']
"im a huge huge nespresso fan. i prefer buying nespresso pods, but when i run out, there is only one nespresso- compatable brand i buy and that is terbodore... the coffee is fantastic, especially the great dane!! love this!",,PLID43684287,23 November 2017,5,2017-11-23,am huge huge nespresso fan prefer buying nespresso pods but when run out there is only one nespresso compatable brand buy and that is terbodore the coffee is fantastic especially the great dane love this,,1,am huge huge nespresso fan prefer buying nespresso pods but when run out there is only one nespresso compatable brand buy and that is terbodore the coffee is fantastic especially the great dane love this ,"['competition', 'taste']","im a huge huge nespresso fan. i prefer buying nespresso pods, but when i run out, there is only one nespresso- compatable brand i buy and that is terbodore... the coffee is fantastic, especially the great dane!! love this! ",['especially great dane']
good variety of lovely flavors. the whole family loves it.,,PLID43684286,6 December 2020,5,2020-12-06,good variety of lovely flavors the whole family loves it,,1,good variety of lovely flavors the whole family loves it ,['allergens'],good variety of lovely flavors. the whole family loves it. ,"['good variety', 'lovely flavor']"
it is really nice coffee for the person who is not a hard core coffee drinker or even desert after a braai.,,PLID43684286,24 November 2020,5,2020-11-24,it is really nice coffee for the person who is not hard core coffee drinker or even desert after braai,,1,it is really nice coffee for the person who is not hard core coffee drinker or even desert after braai ,['taste'],it is really nice coffee for the person who is not a hard core coffee drinker or even desert after a braai. ,['really nice coffee']
delicious and aromatic flavors,,PLID43684286,5 November 2020,4,2020-11-05,delicious and aromatic flavors,,1,delicious and aromatic flavors ,[],delicious and aromatic flavors ,[]
"very nice flavour but the coffee could be a bit stronger
",,PLID43684286,20 October 2020,4,2020-10-20,very nice flavour but the coffee could be bit stronger,,1,very nice flavour but the coffee could be bit stronger ,['allergens'],"very nice flavour but the coffee could be a bit stronger
 ",['very nice flavour']
great tasting coffee. support local.,,PLID43684286,13 October 2020,4,2020-10-13,great tasting coffee support local,,1,great tasting coffee support local ,[],great tasting coffee. support local. ,['great tasting coffee']
love these!!,,PLID43684286,26 September 2020,5,2020-09-26,love these,,1,love these ,[],love these!! ,[]
lovely flavours,,PLID43684286,16 September 2020,5,2020-09-16,lovely flavours,,1,lovely flavours ,[],lovely flavours ,[]
"love this product to the moon and back. will recommend this product anytime. if you wish to indulge and tantalise your taste buds then this is for you. thank you.
",,PLID43684286,9 September 2020,5,2020-09-09,love this product to the moon and back will recommend this product anytime if you wish to indulge and tantalise your taste buds then this is for you thank you,,1,love this product to the moon and back will recommend this product anytime if you wish to indulge and tantalise your taste buds then this is for you thank you ,[],"love this product to the moon and back. will recommend this product anytime. if you wish to indulge and tantalise your taste buds then this is for you. thank you.
 ",[]
very good! like the flavours very much. probably not as strong as nespresso but that suits me. and for the first time an allegedly 'compatible' capsule that really is,,PLID43684286,28 August 2020,4,2020-08-28,very good like the flavours very much probably not as strong as nespresso but that suits me and for the first time an allegedly compatible capsule that really is,,1,very good like the flavours very much probably not as strong as nespresso but that suits me and for the first time an allegedly compatible capsule that really is ,"['delivery', 'price']",very good! like the flavours very much. probably not as strong as nespresso but that suits me. and for the first time an allegedly 'compatible' capsule that really is ,[]
nice selection of flavors. this has become our new favorite pod brand. highly recommended .,,PLID43684286,25 August 2020,5,2020-08-25,nice selection of flavors this has become our new favorite pod brand highly recommended,,1,nice selection of flavors this has become our new favorite pod brand highly recommended ,[],nice selection of flavors. this has become our new favorite pod brand. highly recommended . ,['nice selection']
it actually tastes like it should. not diluted and watered down.,,PLID43684286,22 August 2020,5,2020-08-22,it actually tastes like it should not diluted and watered down,,1,it actually tastes like it should not diluted and watered down ,[],it actually tastes like it should. not diluted and watered down. ,[]
"least favorite - vanilla. tastes more flavor than coffee, if that is what you are after",,PLID43684286,9 August 2020,4,2020-08-09,least favorite vanilla tastes more flavor than coffee if that is what you are after,,1,least favorite vanilla tastes more flavor than coffee if that is what you are after ,['taste'],"least favorite - vanilla. tastes more flavor than coffee, if that is what you are after ",['least favorite vanilla']
flavor is awsome but coffee is not as strong as i expected.,,PLID43684286,5 August 2020,3,2020-08-05,flavor is awsome but coffee is not as strong as expected,,1,flavor is awsome but coffee is not as strong as expected ,['taste'],flavor is awsome but coffee is not as strong as i expected. ,[]
delicious flavours and fantastic quality,,PLID43684286,26 July 2020,5,2020-07-26,delicious flavours and fantastic quality,,1,delicious flavours and fantastic quality ,[],delicious flavours and fantastic quality ,"['delicious flavour', 'fantastic quality']"
"these capsules are a must have, will definitely buy them again!",,PLID43684286,5 July 2020,5,2020-07-05,these capsules are must have will definitely buy them again,,1,these capsules are must have will definitely buy them again ,['taste'],"these capsules are a must have, will definitely buy them again! ",[]
very tasty,,PLID43684286,4 July 2020,5,2020-07-04,very tasty,,1,very tasty ,[],very tasty ,[]
works well with nespresso machine. flavours and quality of coffee amazing! highly recommended,,PLID43684286,12 June 2020,5,2020-06-12,works we will with nespresso machine flavours and quality of coffee amazing highly recommended,,1,works we will with nespresso machine flavours and quality of coffee amazing highly recommended ,['taste'],works well with nespresso machine. flavours and quality of coffee amazing! highly recommended ,[]
"love terbodore coffee, one of the few coffees you can actually taste the different flavours...italian hazelnut is my fav...",,PLID43684286,24 May 2020,5,2020-05-24,love terbodore coffee one of the few coffees you can actually taste the different flavours italian hazelnut is my fav,,1,love terbodore coffee one of the few coffees you can actually taste the different flavours italian hazelnut is my fav ,['packaging'],"love terbodore coffee, one of the few coffees you can actually taste the different flavours...italian hazelnut is my fav... ",[]
excellent,,PLID43684286,20 May 2020,4,2020-05-20,excellent,,1,excellent ,[],excellent ,[]
i didn't think i was a coffee connoisseur until i bought this. the coffee is not bad but we have always bought the masterton's ranges. i don't recommend downgrading from that but if you already use cheaper beans then there is nothing wrong with this brazil coffee. it does have a sharper taste though.,,PLID54524286,5 December 2020,3,2020-12-05,didn think was coffee connoisseur until bought this the coffee is not bad but we have always bought the masterton ranges don recommend downgrading from that but if you already use cheaper beans then there is nothing wrong with this brazil coffee it does have sharper taste though,,1,didn think was coffee connoisseur until bought this the coffee is not bad but we have always bought the masterton ranges don recommend downgrading from that but if you already use cheaper beans then there is nothing wrong with this brazil coffee it does have sharper taste though ,['taste'],i didn't think i was a coffee connoisseur until i bought this. the coffee is not bad but we have always bought the masterton's ranges. i don't recommend downgrading from that but if you already use cheaper beans then there is nothing wrong with this brazil coffee. it does have a sharper taste though. ,"['sharp taste', 'cheap bean']"
great product,,PLID54524286,3 December 2020,5,2020-12-03,great product,,1,great product ,[],great product ,['great product']
great,,PLID54524286,1 December 2020,4,2020-12-01,great,,1,great ,[],great ,[]
happy with product,,PLID54524286,26 November 2020,4,2020-11-26,happy with product,,1,happy with product ,[],happy with product ,[]
"packaging was poor. came completely squashed with no air in bag. taste is okay, as expected for the price you would pay for this quality",,PLID54524286,19 November 2020,4,2020-11-19,packaging was poor came completely squashed with no air in bag taste is okay as expected for the price you would pay for this quality,,1,packaging was poor came completely squashed with no air in bag taste is okay as expected for the price you would pay for this quality ,['packaging'],"packaging was poor. came completely squashed with no air in bag. taste is okay, as expected for the price you would pay for this quality ",[]
these coffee beans are really good value for money. i always grind fresh coffee for myself and my guests with my burr grinder,,PLID54524286,16 November 2020,5,2020-11-16,these coffee beans are really good value for money always grind fresh coffee for myself and my guests with my burr grinder,,1,these coffee beans are really good value for money always grind fresh coffee for myself and my guests with my burr grinder ,"['packaging', 'taste']",these coffee beans are really good value for money. i always grind fresh coffee for myself and my guests with my burr grinder ,"['really good value', 'fresh coffee']"
very decent coffee at a great price! will be buying this monthly!,,PLID54524286,11 November 2020,5,2020-11-11,very decent coffee at great price will be buying this monthly,,1,very decent coffee at great price will be buying this monthly ,[],very decent coffee at a great price! will be buying this monthly! ,"['great price', 'very decent coffee']"
great quality and strong smell,,PLID54524286,3 November 2020,5,2020-11-03,great quality and strong smell,,1,great quality and strong smell ,['price'],great quality and strong smell ,"['great quality', 'strong smell']"
love how strong these coffee beans are! much better than several others we have tried & good value for money too!,,PLID54524286,14 October 2020,5,2020-10-14,love how strong these coffee beans are much better than several others we have tried good value for money too,,1,love how strong these coffee beans are much better than several others we have tried good value for money too ,['taste'],love how strong these coffee beans are! much better than several others we have tried & good value for money too! ,[]
