review_body,review_title,asin,pp_date,review_rating,review_date,product_name,retailer,text_clean,title_clean
delicious! useful to have different strengths to suit different tastes,,PLID58243680,10/12/2020,5,2020-06-02,Nespresso Caffeluxe Coffee Capsules -  Origins Mixed Speciality pack 100,takealot,delicious useful to have different strengths to suit different tastes,
these taste really good and fit the machine 100%. ,,PLID58243680,10/12/2020,5,2020-05-26,Nespresso Caffeluxe Coffee Capsules -  Origins Mixed Speciality pack 100,takealot,these taste really good and fit the machine,
good value for money,,PLID58243680,10/12/2020,5,2020-05-17,Nespresso Caffeluxe Coffee Capsules -  Origins Mixed Speciality pack 100,takealot,good value for money,
absolutely divine! yum! and really nice packaging. my husband said that the pods look too nice to use.,,PLID48563870,10/12/2020,5,2020-07-19,Bootlegger Coffee Capsule Sleeve - 10 Capsules,takealot,absolutely divine yum and really nice packaging my husband said that the pods look too nice to use,
my favourite capsule. the most well balanced capsule i have ever tried and i bought almost all the nespresso branded capsules. genuinely love it.,,PLID48563870,10/12/2020,5,2020-07-16,Bootlegger Coffee Capsule Sleeve - 10 Capsules,takealot,my favourite capsule the most we will balanced capsule have ever tried and bought almost all the nespresso branded capsules genuinely love it,
"not as good as the original, but a good substitute!",,PLID48563870,10/12/2020,4,2020-06-30,Bootlegger Coffee Capsule Sleeve - 10 Capsules,takealot,not as good as the original but good substitute,
"this coffee is a bit bland in my opinion, but it does have a full-bodied taste.",,PLID48563870,10/12/2020,3,2020-06-30,Bootlegger Coffee Capsule Sleeve - 10 Capsules,takealot,this coffee is bit bland in my opinion but it does have fullbodied taste,
such good quality product for a good price... the balance is almost perfect,,PLID48563870,10/12/2020,5,2020-06-21,Bootlegger Coffee Capsule Sleeve - 10 Capsules,takealot,such good quality product for good price the balance is almost perfect,
one of the best capsules i have tested. coffee is delicious,,PLID48563870,10/12/2020,5,2020-06-20,Bootlegger Coffee Capsule Sleeve - 10 Capsules,takealot,one of the best capsules have tested coffee is delicious,
"bootleggers describes this coffee as a blend with hints of hazelnut, caramel and subtle touch of dark chocolate. i agree, the flavor of this coffee is perfection. the capsules also fit perfectly, no jams.",,PLID48563870,10/12/2020,5,2020-06-11,Bootlegger Coffee Capsule Sleeve - 10 Capsules,takealot,bootleggers describes this coffee as blend with hints of hazelnut caramel and subtle touch of dark chocolate agree the flavor of this coffee is perfection the capsules also fit perfectly no jams,
taste greate with a premium look.,,PLID48563870,10/12/2020,5,2020-06-03,Bootlegger Coffee Capsule Sleeve - 10 Capsules,takealot,taste greate with premium look,
"when you miss cpt coffee and get these little bad boys! amazing, proper caffeine moment in the morning!",,PLID48563870,10/12/2020,5,2020-05-15,Bootlegger Coffee Capsule Sleeve - 10 Capsules,takealot,when you miss cpt coffee and get these little bad boys amazing proper caffeine moment in the morning,
these have been a lifesaver - full flavour and good value for money at the discounted price.,,PLID48563870,10/12/2020,5,2020-05-12,Bootlegger Coffee Capsule Sleeve - 10 Capsules,takealot,these have been lifesaver full flavour and good value for money at the discounted price,
excellent product,,PLID48563870,10/12/2020,5,2020-05-03,Bootlegger Coffee Capsule Sleeve - 10 Capsules,takealot,excellent product,
really good value for money. bootlegger coffee is tops and the pods have the soft lids which is compatible with nespresso machine and won't damage your machine,,PLID48563870,10/12/2020,4,2020-02-10,Bootlegger Coffee Capsule Sleeve - 10 Capsules,takealot,really good value for money bootlegger coffee is tops and the pods have the soft lids which is compatible with nespresso machine and will not damage your machine,
the most amazing coffee. from now on it will be thé coffee i drink. i drank it in cape town at a restaurant. and was ever since looking for a place to buy is. absolutely fabulous,,PLID48563870,10/12/2020,5,2020-01-09,Bootlegger Coffee Capsule Sleeve - 10 Capsules,takealot,the most amazing coffee from now on it will be th coffee drink drank it in cape town at restaurant and was ever since looking for place to buy is absolutely fabulous,
great product,,PLID48563870,10/12/2020,5,2019-10-02,Bootlegger Coffee Capsule Sleeve - 10 Capsules,takealot,great product,
we have a guest house and all our guests absolutely love this coffee. great taste.,,PLID48563870,10/12/2020,5,2019-10-01,Bootlegger Coffee Capsule Sleeve - 10 Capsules,takealot,we have guest house and all our guests absolutely love this coffee great taste,
pod doesn't fit properly in nespresso machine - coffee basically drips out,,PLID48563870,10/12/2020,3,2019-09-28,Bootlegger Coffee Capsule Sleeve - 10 Capsules,takealot,pod does not fit properly in nespresso machine coffee basically drips out,
"i wont buy this again, 1. its plastic capsules, 2. it makes my machine super slow as if it strains the machine. will only buy the nespresso brand from now on",,PLID48563870,10/12/2020,2,2019-09-23,Bootlegger Coffee Capsule Sleeve - 10 Capsules,takealot,will not buy this again it is plastic capsules it makes my machine super slow as if it strains the machine will only buy the nespresso brand from now on,
"great coffee, good strength and aroma.",,PLID48563870,10/12/2020,4,2019-06-03,Bootlegger Coffee Capsule Sleeve - 10 Capsules,takealot,great coffee good strength and aroma,
great,,PLID48563870,10/12/2020,5,2019-02-19,Bootlegger Coffee Capsule Sleeve - 10 Capsules,takealot,great,
"good value, decent taste",,PLID50084565,10/12/2020,4,2020-08-17,Italian Coffee Bulk Special Nespresso Compatible Coffee Capsules - 100,takealot,good value decent taste,
"good value for money. great tasting pods and all work perfectly so far. full rich and strong taste on all the different flavours, might be to strong in taste for some.",,PLID50084565,10/12/2020,5,2020-08-12,Italian Coffee Bulk Special Nespresso Compatible Coffee Capsules - 100,takealot,good value for money great tasting pods and all work perfectly so far full rich and strong taste on all the different flavours might be to strong in taste for some,
great product and value for money,,PLID50084565,10/12/2020,4,2020-08-11,Italian Coffee Bulk Special Nespresso Compatible Coffee Capsules - 100,takealot,great product and value for money,
great strong coffee,,PLID50084565,10/12/2020,5,2020-08-04,Italian Coffee Bulk Special Nespresso Compatible Coffee Capsules - 100,takealot,great strong coffee,
great value for money. coffee nice and strong.,,PLID50084565,10/12/2020,5,2020-06-01,Italian Coffee Bulk Special Nespresso Compatible Coffee Capsules - 100,takealot,great value for money coffee nice and strong,
"good flavor, different varieties, excellent value for money",,PLID50084565,10/12/2020,5,2020-05-31,Italian Coffee Bulk Special Nespresso Compatible Coffee Capsules - 100,takealot,good flavor different varieties excellent value for money,
great product .,,PLID50084565,10/12/2020,5,2020-05-20,Italian Coffee Bulk Special Nespresso Compatible Coffee Capsules - 100,takealot,great product,
delicious!!,,PLID50084565,10/12/2020,5,2020-05-19,Italian Coffee Bulk Special Nespresso Compatible Coffee Capsules - 100,takealot,delicious,
these are pretty good. i will be purchasing more,,PLID50084565,10/12/2020,4,2020-05-10,Italian Coffee Bulk Special Nespresso Compatible Coffee Capsules - 100,takealot,these are pretty good will be purchasing more,
"an excellent collection of coffees, good flavours, creamy, and very well packaged. most definitely worth buying again and again!",,PLID50084565,10/12/2020,5,2020-04-15,Italian Coffee Bulk Special Nespresso Compatible Coffee Capsules - 100,takealot,an excellent collection of coffees good flavours creamy and very we will packaged most definitely worth buying again and again,
"good capsule build quality, excellent brew! thanks for this.",,PLID50084565,10/12/2020,5,2020-04-06,Italian Coffee Bulk Special Nespresso Compatible Coffee Capsules - 100,takealot,good capsule build quality excellent brew thanks for this,
great coffee. works perfectly in my nespresso machine. would definitely buy again. nitely,,PLID50084565,10/12/2020,5,2020-04-06,Italian Coffee Bulk Special Nespresso Compatible Coffee Capsules - 100,takealot,great coffee works perfectly in my nespresso machine would definitely buy again nitely,
value for money !,,PLID50084565,10/12/2020,5,2020-03-29,Italian Coffee Bulk Special Nespresso Compatible Coffee Capsules - 100,takealot,value for money,
i am really enjoying this coffee so far,,PLID50084565,10/12/2020,5,2020-03-15,Italian Coffee Bulk Special Nespresso Compatible Coffee Capsules - 100,takealot,am really enjoying this coffee so far,
for the price you cannot beat this product. my particular favourite is the red capsule flavour,,PLID50084565,10/12/2020,5,2020-02-13,Italian Coffee Bulk Special Nespresso Compatible Coffee Capsules - 100,takealot,for the price you cannot beat this product my particular favourite is the red capsule flavour,
delivery was on time and price of product much better than anywhere else.,,PLID50084565,10/12/2020,4,2020-01-28,Italian Coffee Bulk Special Nespresso Compatible Coffee Capsules - 100,takealot,delivery was on time and price of product much better than anywhere else,
"very very tasteful and aromatic, definitely worth it",,PLID50084565,10/12/2020,5,2020-01-28,Italian Coffee Bulk Special Nespresso Compatible Coffee Capsules - 100,takealot,very very tasteful and aromatic definitely worth it,
always a safe choice of taste. ,,PLID55963026,10/12/2020,5,2020-11-24,STARBUCKS House Blend by NESPRESSO Medium Roast Coffee,takealot,always safe choice of taste,
our favourite brand and flavour,,PLID55963026,10/12/2020,5,2020-11-17,STARBUCKS House Blend by NESPRESSO Medium Roast Coffee,takealot,our favourite brand and flavour,
great,,PLID55963026,10/12/2020,4,2020-10-12,STARBUCKS House Blend by NESPRESSO Medium Roast Coffee,takealot,great,
ordered it a couple of times now. still satisfied with this coffee,,PLID55963026,10/12/2020,5,2020-10-11,STARBUCKS House Blend by NESPRESSO Medium Roast Coffee,takealot,ordered it couple of times now still satisfied with this coffee,
"always a favorite for family members. a milder blend for those don't enjoy ""the strong stuff"".",,PLID55963026,10/12/2020,5,2020-10-02,STARBUCKS House Blend by NESPRESSO Medium Roast Coffee,takealot,always favorite for family members milder blend for those do not enjoy the strong stuff,
great product,,PLID55963026,10/12/2020,5,2020-09-29,STARBUCKS House Blend by NESPRESSO Medium Roast Coffee,takealot,great product,
great quality - same as nespresso capsules.,,PLID55963026,10/12/2020,5,2020-09-28,STARBUCKS House Blend by NESPRESSO Medium Roast Coffee,takealot,great quality same as nespresso capsules,
great product,,PLID55963026,10/12/2020,5,2020-09-10,STARBUCKS House Blend by NESPRESSO Medium Roast Coffee,takealot,great product,
