content,country,crawl_date,date,enseigneID,enseigneName,productName,product_id,product_rating_average,product_rating_count,rating
"This coffee is a bit bland in my opinion, but it does have a full-bodied taste.",UK,10/12/2020,30 June 2020,1,takealot,Bootlegger Coffee Capsule Sleeve - 10 Capsules,PLID48563870,4.5/5,40,3.0/5
Such good quality product for a good price... the balance is almost perfect,UK,10/12/2020,21 June 2020,1,takealot,Bootlegger Coffee Capsule Sleeve - 10 Capsules,PLID48563870,4.5/5,40,5.0/5
One of the best capsules I have tested. Coffee is delicious,UK,10/12/2020,20 June 2020,1,takealot,Bootlegger Coffee Capsule Sleeve - 10 Capsules,PLID48563870,4.5/5,40,5.0/5
"Bootleggers describes this coffee as a blend with hints of hazelnut, caramel and subtle touch of Dark chocolate. I agree, the flavor of this coffee is perfection. The capsules also fit perfectly, no jams.",UK,10/12/2020,11 June 2020,1,takealot,Bootlegger Coffee Capsule Sleeve - 10 Capsules,PLID48563870,4.5/5,40,5.0/5
Taste greate with a premium look.,UK,10/12/2020,3 June 2020,1,takealot,Bootlegger Coffee Capsule Sleeve - 10 Capsules,PLID48563870,4.5/5,40,5.0/5
"when you miss CPT coffee and get these little bad boys! amazing, proper Caffeine moment in the morning!",UK,10/12/2020,15 May 2020,1,takealot,Bootlegger Coffee Capsule Sleeve - 10 Capsules,PLID48563870,4.5/5,40,5.0/5
These have been a lifesaver - full flavour and good value for money at the discounted price.,UK,10/12/2020,12 May 2020,1,takealot,Bootlegger Coffee Capsule Sleeve - 10 Capsules,PLID48563870,4.5/5,40,5.0/5
Excellent product,UK,10/12/2020,3 May 2020,1,takealot,Bootlegger Coffee Capsule Sleeve - 10 Capsules,PLID48563870,4.5/5,40,5.0/5
Really good value for money. Bootlegger coffee is tops and the pods have the soft lids which is compatible with Nespresso machine and won't damage your machine,UK,10/12/2020,10 February 2020,1,takealot,Bootlegger Coffee Capsule Sleeve - 10 Capsules,PLID48563870,4.5/5,40,4.0/5
The most amazing coffee. From now on it will be thé coffee I drink. I drank it in Cape Town at a restaurant. And was ever since looking for a place to buy is. Absolutely fabulous,UK,10/12/2020,9 January 2020,1,takealot,Bootlegger Coffee Capsule Sleeve - 10 Capsules,PLID48563870,4.5/5,40,5.0/5
great product,UK,10/12/2020,2 October 2019,1,takealot,Bootlegger Coffee Capsule Sleeve - 10 Capsules,PLID48563870,4.5/5,40,5.0/5
We have a guest house and all our guests absolutely love this coffee. Great taste.,UK,10/12/2020,1 October 2019,1,takealot,Bootlegger Coffee Capsule Sleeve - 10 Capsules,PLID48563870,4.5/5,40,5.0/5
pod doesn't fit properly in Nespresso machine - coffee basically drips out,UK,10/12/2020,28 September 2019,1,takealot,Bootlegger Coffee Capsule Sleeve - 10 Capsules,PLID48563870,4.5/5,40,3.0/5
"i wont buy this again, 1. its plastic capsules, 2. it makes my machine super slow as if it strains the machine. will only buy the nespresso brand from now on",UK,10/12/2020,23 September 2019,1,takealot,Bootlegger Coffee Capsule Sleeve - 10 Capsules,PLID48563870,4.5/5,40,2.0/5
"Great coffee, good strength and aroma.",UK,10/12/2020,3 June 2019,1,takealot,Bootlegger Coffee Capsule Sleeve - 10 Capsules,PLID48563870,4.5/5,40,4.0/5
Great,UK,10/12/2020,19 February 2019,1,takealot,Bootlegger Coffee Capsule Sleeve - 10 Capsules,PLID48563870,4.5/5,40,5.0/5
"good value, decent taste",UK,10/12/2020,17 August 2020,1,takealot,Italian Coffee Bulk Special Nespresso Compatible Coffee Capsules - 100,PLID50084565,4.5/5,62,4.0/5
"Good value for money. Great tasting pods and all work perfectly so far. Full rich and strong taste on all the different flavours, might be to strong in taste for some.",UK,10/12/2020,12 August 2020,1,takealot,Italian Coffee Bulk Special Nespresso Compatible Coffee Capsules - 100,PLID50084565,4.5/5,62,5.0/5
Great product and value for money,UK,10/12/2020,11 August 2020,1,takealot,Italian Coffee Bulk Special Nespresso Compatible Coffee Capsules - 100,PLID50084565,4.5/5,62,4.0/5
Great strong coffee,UK,10/12/2020,4 August 2020,1,takealot,Italian Coffee Bulk Special Nespresso Compatible Coffee Capsules - 100,PLID50084565,4.5/5,62,5.0/5
Great value for money. Coffee nice and strong.,UK,10/12/2020,1 June 2020,1,takealot,Italian Coffee Bulk Special Nespresso Compatible Coffee Capsules - 100,PLID50084565,4.5/5,62,5.0/5
"Good flavor, different varieties, excellent value for money",UK,10/12/2020,31 May 2020,1,takealot,Italian Coffee Bulk Special Nespresso Compatible Coffee Capsules - 100,PLID50084565,4.5/5,62,5.0/5
Great product .,UK,10/12/2020,20 May 2020,1,takealot,Italian Coffee Bulk Special Nespresso Compatible Coffee Capsules - 100,PLID50084565,4.5/5,62,5.0/5
Delicious!!,UK,10/12/2020,19 May 2020,1,takealot,Italian Coffee Bulk Special Nespresso Compatible Coffee Capsules - 100,PLID50084565,4.5/5,62,5.0/5
These are pretty good. I will be purchasing more,UK,10/12/2020,10 May 2020,1,takealot,Italian Coffee Bulk Special Nespresso Compatible Coffee Capsules - 100,PLID50084565,4.5/5,62,4.0/5
"An excellent collection of coffees, good flavours, creamy, and very well packaged. Most definitely worth buying again and again!",UK,10/12/2020,15 April 2020,1,takealot,Italian Coffee Bulk Special Nespresso Compatible Coffee Capsules - 100,PLID50084565,4.5/5,62,5.0/5
"Good capsule build quality, Excellent brew! Thanks for this.",UK,10/12/2020,6 April 2020,1,takealot,Italian Coffee Bulk Special Nespresso Compatible Coffee Capsules - 100,PLID50084565,4.5/5,62,5.0/5
Great coffee. Works perfectly in my Nespresso machine. Would definitely buy again. nitely,UK,10/12/2020,6 April 2020,1,takealot,Italian Coffee Bulk Special Nespresso Compatible Coffee Capsules - 100,PLID50084565,4.5/5,62,5.0/5
Value for money !,UK,10/12/2020,29 March 2020,1,takealot,Italian Coffee Bulk Special Nespresso Compatible Coffee Capsules - 100,PLID50084565,4.5/5,62,5.0/5
I am really enjoying this coffee so far,UK,10/12/2020,15 March 2020,1,takealot,Italian Coffee Bulk Special Nespresso Compatible Coffee Capsules - 100,PLID50084565,4.5/5,62,5.0/5
For the price you cannot beat this product. My particular favourite is the red capsule flavour,UK,10/12/2020,13 February 2020,1,takealot,Italian Coffee Bulk Special Nespresso Compatible Coffee Capsules - 100,PLID50084565,4.5/5,62,5.0/5
Delivery was on time and price of product much better than anywhere else.,UK,10/12/2020,28 January 2020,1,takealot,Italian Coffee Bulk Special Nespresso Compatible Coffee Capsules - 100,PLID50084565,4.5/5,62,4.0/5
"very very tasteful and aromatic, definitely worth it",UK,10/12/2020,28 January 2020,1,takealot,Italian Coffee Bulk Special Nespresso Compatible Coffee Capsules - 100,PLID50084565,4.5/5,62,5.0/5
Always a safe choice of taste. ,UK,10/12/2020,24 November 2020,1,takealot,STARBUCKS House Blend by NESPRESSO Medium Roast Coffee,PLID55963026,4.7/5,32,5.0/5
Our favourite brand and flavour,UK,10/12/2020,17 November 2020,1,takealot,STARBUCKS House Blend by NESPRESSO Medium Roast Coffee,PLID55963026,4.7/5,32,5.0/5
Great,UK,10/12/2020,12 October 2020,1,takealot,STARBUCKS House Blend by NESPRESSO Medium Roast Coffee,PLID55963026,4.7/5,32,4.0/5
Ordered it a couple of times now. Still satisfied with this coffee,UK,10/12/2020,11 October 2020,1,takealot,STARBUCKS House Blend by NESPRESSO Medium Roast Coffee,PLID55963026,4.7/5,32,5.0/5
"Always a favorite for family members. A milder blend for those don't enjoy ""the strong stuff"".",UK,10/12/2020,2 October 2020,1,takealot,STARBUCKS House Blend by NESPRESSO Medium Roast Coffee,PLID55963026,4.7/5,32,5.0/5
Great product,UK,10/12/2020,29 September 2020,1,takealot,STARBUCKS House Blend by NESPRESSO Medium Roast Coffee,PLID55963026,4.7/5,32,5.0/5
Great quality - same as Nespresso capsules.,UK,10/12/2020,28 September 2020,1,takealot,STARBUCKS House Blend by NESPRESSO Medium Roast Coffee,PLID55963026,4.7/5,32,5.0/5
Great product,UK,10/12/2020,10 September 2020,1,takealot,STARBUCKS House Blend by NESPRESSO Medium Roast Coffee,PLID55963026,4.7/5,32,5.0/5
Delicious as always!,UK,10/12/2020,27 August 2020,1,takealot,STARBUCKS House Blend by NESPRESSO Medium Roast Coffee,PLID55963026,4.7/5,32,5.0/5
Great flavor at a good price,UK,10/12/2020,18 August 2020,1,takealot,STARBUCKS House Blend by NESPRESSO Medium Roast Coffee,PLID55963026,4.7/5,32,5.0/5
"Good nice coffee. Just check price before buying, can get it a bit cheaper at supermarkets!",UK,10/12/2020,14 July 2020,1,takealot,STARBUCKS House Blend by NESPRESSO Medium Roast Coffee,PLID55963026,4.7/5,32,4.0/5
Great,UK,10/12/2020,8 June 2020,1,takealot,STARBUCKS House Blend by NESPRESSO Medium Roast Coffee,PLID55963026,4.7/5,32,5.0/5
Loving it,UK,10/12/2020,27 May 2020,1,takealot,STARBUCKS House Blend by NESPRESSO Medium Roast Coffee,PLID55963026,4.7/5,32,5.0/5
Great coffee which fits Nespresso machine perfectly. A round robust taste - not too strong but strong enough for those that like a decent strength coffee.,UK,10/12/2020,25 May 2020,1,takealot,STARBUCKS House Blend by NESPRESSO Medium Roast Coffee,PLID55963026,4.7/5,32,5.0/5
"At first I hesitated to buy the starbucks pods, but I am not disappointed! It is yummy!",UK,10/12/2020,19 May 2020,1,takealot,STARBUCKS House Blend by NESPRESSO Medium Roast Coffee,PLID55963026,4.7/5,32,4.0/5
"Really nicely balanced coffee, and not too strong - my wife's favorite so far!",UK,10/12/2020,18 May 2020,1,takealot,STARBUCKS House Blend by NESPRESSO Medium Roast Coffee,PLID55963026,4.7/5,32,4.0/5
Amazing coffee,UK,10/12/2020,16 May 2020,1,takealot,STARBUCKS House Blend by NESPRESSO Medium Roast Coffee,PLID55963026,4.7/5,32,5.0/5
Great product! tase is amazing,UK,10/12/2020,15 May 2020,1,takealot,STARBUCKS House Blend by NESPRESSO Medium Roast Coffee,PLID55963026,4.7/5,32,5.0/5
As I expected great quality thanks,UK,10/12/2020,12 May 2020,1,takealot,STARBUCKS House Blend by NESPRESSO Medium Roast Coffee,PLID55963026,4.7/5,32,4.0/5
I am so glad I discovered Starbucks Nespresso pods. I am always struggling to stock up on these and some other brands are just not strong enough. Of all the Starbucks varieties the House blend is my absolute favourite!!,UK,10/12/2020,7 May 2020,1,takealot,STARBUCKS House Blend by NESPRESSO Medium Roast Coffee,PLID55963026,4.7/5,32,5.0/5
"I discovered these capsules whilst holidaying in the UK and was impressed by the great taste being a coffee drinker and having tried many types of coffee. We were using the Starbucks house blend filter coffee which was our introduction initially whilst in the UK.  We discovered we could buy from Takealot and are now enjoying the great taste once again. I actually prefer them to Nespresso capsules which we used to buy. My only complaint being they cost more at the moment, but even so they are my first choice when I run",UK,10/12/2020,5 May 2020,1,takealot,STARBUCKS House Blend by NESPRESSO Medium Roast Coffee,PLID55963026,4.7/5,32,4.0/5
"The coffee is good, pity the packaging is from sub-standard plastic. When using a second / third capsule, right after each other, the machine's hot capsule holder, is too hot for the plastic and causes issues.",UK,10/12/2020,16 November 2020,1,takealot,Nespresso Compatible Coffee 100 Capsules - Bulk Special (No Decaffe),PLID41141718,3.9/5,150,3.0/5
I like the different flavors.,UK,10/12/2020,3 November 2020,1,takealot,Nespresso Compatible Coffee 100 Capsules - Bulk Special (No Decaffe),PLID41141718,3.9/5,150,4.0/5
Love these pods.  A good alternative to Nespresso pods that work well on our Nespresso machine.  ,UK,10/12/2020,30 October 2020,1,takealot,Nespresso Compatible Coffee 100 Capsules - Bulk Special (No Decaffe),PLID41141718,3.9/5,150,5.0/5
THE COFFE BEANS ARE AMAZING,UK,10/12/2020,27 October 2020,1,takealot,Nespresso Compatible Coffee 100 Capsules - Bulk Special (No Decaffe),PLID41141718,3.9/5,150,4.0/5
Good quality pods,UK,10/12/2020,27 October 2020,1,takealot,Nespresso Compatible Coffee 100 Capsules - Bulk Special (No Decaffe),PLID41141718,3.9/5,150,4.0/5
Meh. They're okay. The lungo one is the worst though. I would still prefer proper nespresso capsules,UK,10/12/2020,16 October 2020,1,takealot,Nespresso Compatible Coffee 100 Capsules - Bulk Special (No Decaffe),PLID41141718,3.9/5,150,3.0/5
Really enjoyable,UK,10/12/2020,5 October 2020,1,takealot,Nespresso Compatible Coffee 100 Capsules - Bulk Special (No Decaffe),PLID41141718,3.9/5,150,4.0/5
Very happy with the product and the service,UK,10/12/2020,28 September 2020,1,takealot,Nespresso Compatible Coffee 100 Capsules - Bulk Special (No Decaffe),PLID41141718,3.9/5,150,5.0/5
"Good coffee, great value. And this coming from someone who drinks a ton of coffee. If you are looking for a capsule to enjoy 2/3 times a day, this should be your choice. Cheers.  ",UK,10/12/2020,14 September 2020,1,takealot,Nespresso Compatible Coffee 100 Capsules - Bulk Special (No Decaffe),PLID41141718,3.9/5,150,5.0/5
Really good but the lungo tastes like cigarette stumps smell,UK,10/12/2020,10 September 2020,1,takealot,Nespresso Compatible Coffee 100 Capsules - Bulk Special (No Decaffe),PLID41141718,3.9/5,150,4.0/5
Love the taste!! Great way to begin a morning!,UK,10/12/2020,2 September 2020,1,takealot,Nespresso Compatible Coffee 100 Capsules - Bulk Special (No Decaffe),PLID41141718,3.9/5,150,5.0/5
Its not the real thing but it still is great coffee ! ,UK,10/12/2020,24 August 2020,1,takealot,Nespresso Compatible Coffee 100 Capsules - Bulk Special (No Decaffe),PLID41141718,3.9/5,150,5.0/5
Works well with my Nespresso and the coffee is very nice,UK,10/12/2020,19 August 2020,1,takealot,Nespresso Compatible Coffee 100 Capsules - Bulk Special (No Decaffe),PLID41141718,3.9/5,150,5.0/5
"Great coffee, good value for money!",UK,10/12/2020,16 August 2020,1,takealot,Nespresso Compatible Coffee 100 Capsules - Bulk Special (No Decaffe),PLID41141718,3.9/5,150,4.0/5
Great product and even better taste,UK,10/12/2020,9 August 2020,1,takealot,Nespresso Compatible Coffee 100 Capsules - Bulk Special (No Decaffe),PLID41141718,3.9/5,150,5.0/5
Excellent product wonderful taste. Value for money.,UK,10/12/2020,5 August 2020,1,takealot,Nespresso Compatible Coffee 100 Capsules - Bulk Special (No Decaffe),PLID41141718,3.9/5,150,5.0/5
Happy with my purchase,UK,10/12/2020,3 August 2020,1,takealot,Nespresso Compatible Coffee 100 Capsules - Bulk Special (No Decaffe),PLID41141718,3.9/5,150,5.0/5
Great value for money,UK,10/12/2020,28 July 2020,1,takealot,Nespresso Compatible Coffee 100 Capsules - Bulk Special (No Decaffe),PLID41141718,3.9/5,150,4.0/5
Great value for money and really appreciate the variety of flavours.,UK,10/12/2020,27 July 2020,1,takealot,Nespresso Compatible Coffee 100 Capsules - Bulk Special (No Decaffe),PLID41141718,3.9/5,150,4.0/5
Value for money. Great coffee,UK,10/12/2020,18 July 2020,1,takealot,Nespresso Compatible Coffee 100 Capsules - Bulk Special (No Decaffe),PLID41141718,3.9/5,150,4.0/5
"WAY better than nespresso originals. Real crema (top foam), tastes great, same metal body as nespresso originals, so doesn't leak like the plastic junk. And at a reasonable price. BUY THEM!",UK,10/12/2020,7 September 2020,1,takealot,STARBUCKS BLONDE Espresso Roast by NESPRESSO Blonde Roast Coffee,PLID55963024,4.8/5,14,5.0/5
Love this coffee...it's mild in flavour but delicious and great for lattes. ,UK,10/12/2020,26 August 2020,1,takealot,STARBUCKS BLONDE Espresso Roast by NESPRESSO Blonde Roast Coffee,PLID55963024,4.8/5,14,5.0/5
"Great coffee, great delivery service",UK,10/12/2020,15 June 2020,1,takealot,STARBUCKS BLONDE Espresso Roast by NESPRESSO Blonde Roast Coffee,PLID55963024,4.8/5,14,5.0/5
"Works fine in Nespresso machine. Good flavour, recommended.",UK,10/12/2020,10 June 2020,1,takealot,STARBUCKS BLONDE Espresso Roast by NESPRESSO Blonde Roast Coffee,PLID55963024,4.8/5,14,4.0/5
Nice cup of coffee - will buy again.,UK,10/12/2020,8 June 2020,1,takealot,STARBUCKS BLONDE Espresso Roast by NESPRESSO Blonde Roast Coffee,PLID55963024,4.8/5,14,4.0/5
My favorite of the Starbucks Nespresso.,UK,10/12/2020,15 May 2020,1,takealot,STARBUCKS BLONDE Espresso Roast by NESPRESSO Blonde Roast Coffee,PLID55963024,4.8/5,14,5.0/5
"Starbucks coffee pods made by Nespresso ! Same aluminium pods as original, but with Starbucks flavours. I like the Pike's Place roast and my wife likes the Blonde Roast :-) Can certainly recommend !",UK,10/12/2020,11 May 2020,1,takealot,STARBUCKS BLONDE Espresso Roast by NESPRESSO Blonde Roast Coffee,PLID55963024,4.8/5,14,5.0/5
"Good product, does have good coffee flavor like it",UK,10/12/2020,5 May 2020,1,takealot,STARBUCKS BLONDE Espresso Roast by NESPRESSO Blonde Roast Coffee,PLID55963024,4.8/5,14,5.0/5
Not bad - reall ylike that it's done by Nespresso. Flavour was mild and decent strength.,UK,10/12/2020,5 May 2020,1,takealot,STARBUCKS BLONDE Espresso Roast by NESPRESSO Blonde Roast Coffee,PLID55963024,4.8/5,14,4.0/5
