review_body,review_title,asin,pp_date,review_rating,review_date,product_name,retailer,text_clean,title_clean,review,opinion,ml_score,text,ml_topic
great product nescafe compattible and great quality and taste,,PLID54489195,10/12/2020,5,2020-02-25,Nespresso Caffeluxe Capsules Signature Bulk Coffee Selection 50,takealot,great product nescafe compattible and great quality and taste,,great product nescafe compattible and great quality and taste ,['great product'],1,great product nescafe compattible and great quality and taste ,['taste']
these coffecups works perfectly well with my nespresso machine. the taste of the selection of 5 different flavours and strength is excellent. these cups are great for real coffee lovers. the price is unbeatable. these cups will always be part of my kichen.,,PLID54489195,10/12/2020,5,2020-02-24,Nespresso Caffeluxe Capsules Signature Bulk Coffee Selection 50,takealot,these coffecups works perfectly we will with my nespresso machine the taste of the selection of different flavours and strength is excellent these cups are great for real coffee lovers the price is unbeatable these cups will always be part of my kichen,,these coffecups works perfectly well with my nespresso machine. the taste of the selection of 5 different flavours and strength is excellent. these cups are great for real coffee lovers. the price is unbeatable. these cups will always be part of my kichen. ,['real coffee lover'],1,these coffecups works perfectly we will with my nespresso machine the taste of the selection of different flavours and strength is excellent these cups are great for real coffee lovers the price is unbeatable these cups will always be part of my kichen ,"['price', 'taste']"
good the price.,,PLID54489195,10/12/2020,4,2020-02-10,Nespresso Caffeluxe Capsules Signature Bulk Coffee Selection 50,takealot,good the price,,good the price. ,[],1,good the price ,['price']
great price for good coffee,,PLID54489195,10/12/2020,4,2020-02-08,Nespresso Caffeluxe Capsules Signature Bulk Coffee Selection 50,takealot,great price for good coffee,,great price for good coffee ,"['good coffee', 'great price']",1,great price for good coffee ,['price']
great value for money,,PLID54489195,10/12/2020,4,2020-02-07,Nespresso Caffeluxe Capsules Signature Bulk Coffee Selection 50,takealot,great value for money,,great value for money ,['great value'],1,great value for money ,['price']
good coffee. just ordered second batch.,,PLID54489195,10/12/2020,4,2020-01-29,Nespresso Caffeluxe Capsules Signature Bulk Coffee Selection 50,takealot,good coffee just ordered second batch,,good coffee. just ordered second batch. ,['good coffee'],1,good coffee just ordered second batch ,['delivery']
good coffe. pity the capsules are not made of aluminium.,,PLID54489195,10/12/2020,4,2020-01-26,Nespresso Caffeluxe Capsules Signature Bulk Coffee Selection 50,takealot,good coffe pity the capsules are not made of aluminium,,good coffe. pity the capsules are not made of aluminium. ,[],1,good coffe pity the capsules are not made of aluminium ,[]
great coffee,,PLID54489195,10/12/2020,5,2020-01-21,Nespresso Caffeluxe Capsules Signature Bulk Coffee Selection 50,takealot,great coffee,,great coffee ,['great coffee'],1,great coffee ,[]
delicious and great value for money.,,PLID54489195,10/12/2020,5,2020-01-20,Nespresso Caffeluxe Capsules Signature Bulk Coffee Selection 50,takealot,delicious and great value for money,,delicious and great value for money. ,['great value'],1,delicious and great value for money ,"['price', 'taste']"
best value for money coffee pods,,PLID54489195,10/12/2020,4,2020-01-15,Nespresso Caffeluxe Capsules Signature Bulk Coffee Selection 50,takealot,best value for money coffee pods,,best value for money coffee pods ,['good value'],1,best value for money coffee pods ,['price']
best ever flavors are amazing and so good quality when my is done will buy this again,,PLID54489195,10/12/2020,5,2019-12-22,Nespresso Caffeluxe Capsules Signature Bulk Coffee Selection 50,takealot,best ever flavors are amazing and so good quality when my is done will buy this again,,best ever flavors are amazing and so good quality when my is done will buy this again ,['so good quality'],1,best ever flavors are amazing and so good quality when my is done will buy this again ,['taste']
delicious,,PLID54489195,10/12/2020,5,2019-11-27,Nespresso Caffeluxe Capsules Signature Bulk Coffee Selection 50,takealot,delicious,,delicious ,[],1,delicious ,['taste']
product supplied exactly as advertised. nice variety to try out or for a group with different preferences.,,PLID54489195,10/12/2020,5,2019-11-06,Nespresso Caffeluxe Capsules Signature Bulk Coffee Selection 50,takealot,product supplied exactly as advertised nice variety to try out or for group with different preferences,,product supplied exactly as advertised. nice variety to try out or for a group with different preferences. ,['nice variety'],1,product supplied exactly as advertised nice variety to try out or for group with different preferences ,['allergens']
great coffee and great price,,PLID54489195,10/12/2020,5,2019-10-26,Nespresso Caffeluxe Capsules Signature Bulk Coffee Selection 50,takealot,great coffee and great price,,great coffee and great price ,"['great price', 'great coffee']",1,great coffee and great price ,['price']
"so i received my box of 5 caffelux espresso capsules today only to find that the expiry date on 3 of the boxes are unreadable and smudged 
this could be long expired ????",,PLID54489195,10/12/2020,1,2019-10-22,Nespresso Caffeluxe Capsules Signature Bulk Coffee Selection 50,takealot,so received my box of caffelux espresso capsules today only to find that the expiry date on of the boxes are unreadable and smudged this could be long expired,,"so i received my box of 5 caffelux espresso capsules today only to find that the expiry date on 3 of the boxes are unreadable and smudged 
this could be long expired ???? ",[],-1,so received my box of caffelux espresso capsules today only to find that the expiry date on of the boxes are unreadable and smudged this could be long expired ,['packaging']
great product. now can use nespresso products on my dulce gusto. options are now even more,,PLID47901925,10/12/2020,5,2020-11-30,Espresto - Dolce Gusto Adapter Starter Pack,takealot,great product now can use nespresso products on my dulce gusto options are now even more,,great product. now can use nespresso products on my dulce gusto. options are now even more ,['great product'],1,great product now can use nespresso products on my dulce gusto options are now even more ,[]
works great. good value for money with the extra coffee pods included.,,PLID47901925,10/12/2020,5,2020-11-30,Espresto - Dolce Gusto Adapter Starter Pack,takealot,works great good value for money with the extra coffee pods included,,works great. good value for money with the extra coffee pods included. ,['good value'],1,works great good value for money with the extra coffee pods included ,['price']
good product. tight fit of the adapter with the pod but works well.,,PLID47901925,10/12/2020,4,2020-11-27,Espresto - Dolce Gusto Adapter Starter Pack,takealot,good product tight fit of the adapter with the pod but works we will,,good product. tight fit of the adapter with the pod but works well. ,['good product'],1,good product tight fit of the adapter with the pod but works we will ,[]
"this is does not work with nespresso capsules! it fits fine in the machine, but the coffee is not great.",,PLID47901925,10/12/2020,2,2020-11-18,Espresto - Dolce Gusto Adapter Starter Pack,takealot,this is does not work with nespresso capsules it fits fine in the machine but the coffee is not great,,"this is does not work with nespresso capsules! it fits fine in the machine, but the coffee is not great. ",[],-1,this is does not work with nespresso capsules it fits fine in the machine but the coffee is not great ,[]
the adaptor works as said . thanks for a nice product.,,PLID47901925,10/12/2020,5,2020-11-12,Espresto - Dolce Gusto Adapter Starter Pack,takealot,the adaptor works as said thanks for nice product,,the adaptor works as said . thanks for a nice product. ,['nice product'],1,the adaptor works as said thanks for nice product ,[]
great fit for the dolce gusto coffee machine. nice to have another option for coffee than just the dolce gusto coffee pods.,,PLID47901925,10/12/2020,4,2020-11-11,Espresto - Dolce Gusto Adapter Starter Pack,takealot,great fit for the dolce gusto coffee machine nice to have another option for coffee than just the dolce gusto coffee pods,,great fit for the dolce gusto coffee machine. nice to have another option for coffee than just the dolce gusto coffee pods. ,[],1,great fit for the dolce gusto coffee machine nice to have another option for coffee than just the dolce gusto coffee pods ,[]
"does not seal properly to maintain correct water pressure.
totally over-priced ",,PLID47901925,10/12/2020,2,2020-11-10,Espresto - Dolce Gusto Adapter Starter Pack,takealot,does not seal properly to maintain correct water pressure totally overpriced,,"does not seal properly to maintain correct water pressure.
totally over-priced  ",['correct water pressure'],-1,does not seal properly to maintain correct water pressure totally overpriced ,['price']
